Qcode	수량	Dept Code	Item Type	부서명	섹션명	Leaf Class	Category
Q1036702	18	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
Q4073338	11	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
Q2091278	16	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q1040058	0	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q4572473	15	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q1023561	16	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
Q4499010	18	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
Q2040220	19	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machinery Common	Machinery Common
Q4435466	15	SEO26FF	Roller(S)	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Roller(S)
Q2176849	17	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
Q4173290	19	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
Q4695965	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q2087261	0	SEO26FF	Mechanical Seal (Ready)	(광양)압연설비1부	열연정비1섹션	Mechanical Seal (Ready)	Mechanical Seal (Ready)
Q4018022	18	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
Q4471765	20	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q4085105	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2184712	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2146787	18	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q2120491	6	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Drive Coupling	Drive Coupling
Q4709438	0	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q4562126	18	SEO26FF	Cast Iron (S)	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
Q1019683	18	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
Q2086682	24	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
Q2133117	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
Q4702503	16	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q4517801	24	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
Q4017997	11	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
Q4008971	0	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
Q1031104	0	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q1052933	17	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q2194827	15	SEO26FF	Wheel	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
Q4590955	0	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
Q1078283	15	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q4045501	8	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q1072961	20	SEO26FF	Resinoid Class (Bakelite)	(광양)압연설비1부	열연정비2섹션	Resinoid Class (Bakelite)	Resinoid Class (Bakelite)
Q2162230	2	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
Q2038307	14	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q4536719	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q4702522	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q2098353	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q1073416	15	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
Q2106112	0	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q2011794	0	SEO26FF	Steel Grating	(광양)압연설비1부	열연정비2섹션	Steel Grating	Steel Grating
Q4015364	18	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2200464	0	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
Q4011271	8	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
Q4419678	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2125412	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
Q4562194	20	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q4468504	4	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2179246	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q4251042	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q4493662	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
Q1040129	13	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q4515205	12	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
Q1077285	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q1000971	17	SEO26FF	Motor (Ready)	(광양)압연설비1부	열연정비1섹션	Motor (Ready)	Motor (Ready)
Q4480769	0	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q1072821	20	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q4604630	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	General Pump (Ready)
Q2054727	25	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
Q4439264	12	SEO26FF	Hydraulic Cylinder(Critical)	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder(Critical)	Hydraulic Cylinder(Critical)
Q4308842	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
Q1042421	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
Q2133117	15	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
Q1072930	0	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
Q2162230	0	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
Q4610709	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q4018011	19	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
Q4030286	13	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q4200634	0	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
Q4178355	0	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
Q2024559	16	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
Q2133117	16	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
Q4439263	15	SEO26FF	Hydraulic Cylinder(Critical)	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder(Critical)	Hydraulic Cylinder(Critical)
Q4008483	0	SEO26FF	Resinoid Class (General)	(광양)압연설비1부	열연정비2섹션	Resinoid Class (General)	Resinoid Class (General)
Q2234798	13	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
Q4136434	20	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2094313	14	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q1024335	4	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
Q1073119	0	SEO26FF	Roller(S)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
Q4015950	5	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q1040224	0	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q4711077	24	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q4611811	14	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2104247	0	SEO26FF	Grease Pump	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Grease Pump
Q2070797	15	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
Q1018930	0	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
Q4015951	0	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q4588343	9	SEO26FF	Machining(Special)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(Special)
Q4681514	10	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
Q1078283	17	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q1030043	8	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비1섹션	Drive Coupling	Drive Coupling
Q2179246	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q1077624	14	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q4018007	14	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
Q4383840	8	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q1042421	8	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
Q1052933	10	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q4002139	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q4443501	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q1024603	9	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
Q4576432	19	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q4652294	5	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
Q4005375	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2140042	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q2125464	20	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q4485080	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
Q4444346	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Drive Coupling	Drive Coupling
Q2097972	0	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비1섹션	Machinery Common	Machinery Common
Q4269272	18	SEO26FF	Fan & Blower (Ready)	(광양)압연설비1부	열연정비1섹션	Fan & Blower (Ready)	Fan & Blower (Ready)
Q1039284	18	SEO26FF	Hydraulic Cylinder(Critical)	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder(Critical)	Hydraulic Cylinder(Critical)
Q1077285	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q2054727	3	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
Q1042421	21	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
Q1053588	15	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q2162413	10	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비1섹션	Machinery Common	Machinery Common
Q1053317	8	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q4501966	20	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q4676007	0	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q1260654	16	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
Q1036822	10	SEO26FF	Expan/Joint(Non-Metal)	(광양)압연설비1부	열연정비1섹션	Expan/Joint(Non-Metal)	Expan/Joint(Non-Metal)
Q1036971	10	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Expan/Joint(Non-Metal)	Expan/Joint(Non-Metal)
Q4169635	0	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
Q2032490	0	SEO26FF	Non/Fe Casting Metal(Others)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Others)	Non/Fe Casting Metal(Others)
Q4051167	10	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q2234798	9	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
Q1078283	12	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q2124049	0	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
Q2054727	10	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
Q4079757	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q1077676	1	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q4627208	5	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q4712672	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q1019385	18	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
Q1031361	13	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q2200005	17	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q1049004	11	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
Q2177492	0	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
Q1121188	8	SEO26FF	Fitting	(광양)압연설비1부	열연정비2섹션	Fitting	Fitting
Q4688109	10	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q1023576	15	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
Q4140768	2	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q4612557	11	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
Q2104247	0	SEO26FF	Grease Pump	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Grease Pump
Q1077763	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2059083	4	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q2039356	0	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
Q2133117	17	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
Q4626564	6	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
Q2095006	0	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
Q1040224	0	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q4045748	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q1053248	0	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q4503767	8	SEO26FF	Common items	(광양)압연설비1부	열연정비2섹션	Common items	Common items
Q2056110	10	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
Q4232897	6	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q1073210	0	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
Q2110732	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
Q1034231	8	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
Q4229869	15	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
