q,dept,targetIns,reasonIns,gradeIns,signalIns,statusIns,targetPln,reasonPln,gradePln,signalPln,statusPln
Q4524604,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4524949,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4530897,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4531078,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고충분
Q4532058,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한1→1",B,green,여유,0,핵심설비 계획품이나 3년무소요→0,B,red,즉시발주
Q4535892,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2",S,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.8)→0,S,gray,재고충분
Q4535894,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1",S,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.8)→0,S,gray,재고충분
Q4535900,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1",S,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.3)→0,S,gray,재고충분
Q4535902,SEO26FF,1,핵심보험[S] 소요無→기준1,S,green,여유,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고충분
Q4536719,SEO26FF,4,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한0→4",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4537595,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4541491,SEO26FF,8,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한32→8",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4541492,SEO26FF,8,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한32→8",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4543363,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4546235,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4548256,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4548258,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4548259,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4548260,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4551506,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한0→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4551507,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한0→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4559574,SEO26FF,6,"비핵심보험[B] μ_LT+SS(Z1.65)=6,상한0→6",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4559575,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한0→3",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4559600,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4559686,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한3→3",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4562126,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한1→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4562194,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4572470,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4572473,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4573456,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4575867,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한0→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4576432,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4576623,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4576624,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4582819,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4585577,SEO26FF,1,핵심보험[C] 소요無→기준1,C,gray,충분,0,핵심설비 계획품이나 3년무소요→0,C,gray,재고충분
Q4585578,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4587154,SEO26FF,5,"핵심보험[S] μ_LT+SS(Z2.58)=5,상한0,기준1→5",S,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.4)→0,S,gray,재고충분
Q4588343,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4590955,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4597580,SEO26FF,30,"핵심보험[A] μ_LT+SS(Z2.05)=30,상한30,기준1→30",A,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.6)→0,A,gray,재고불요
Q4598537,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4604630,SEO26FF,1,핵심보험[S] 소요無→기준1,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4605205,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4605206,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4606740,SEO26FF,7,"비핵심보험[C] μ_LT+SS(Z1.28)=7,상한0→7",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4610709,SEO26FF,20,"비핵심보험[C] μ_LT+SS(Z1.28)=20,상한20→20",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4611811,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4612557,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한0→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4616814,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4625628,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4625646,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4626564,SEO26FF,150,"비핵심보험[C] μ_LT+SS(Z1.28)=150,상한150→150",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4627208,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4635441,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4635563,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4636078,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4640645,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4642447,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4652294,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4653124,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4659090,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한0→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4662921,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4663525,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4668630,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4668643,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4670923,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4671514,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4675700,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4676007,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한3,기준1→2",A,yellow,발주임박,1,핵심설비계획품 소요활발(λ4.6)→소량1,A,gray,재고충분
Q4677113,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4679740,SEO26FF,3,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한6→3",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4681315,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4681514,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4686594,SEO26FF,1,핵심보험[A] 소요無→기준1,A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4688109,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4691588,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4693461,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4693466,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4693469,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4694508,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4695959,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4695963,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4695964,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4695965,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4696404,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4697155,SEO26FF,0,비핵심 초고가+소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4698941,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",A,green,여유,1,핵심설비계획품 소요활발(λ24.2)→소량1,A,gray,충분
Q4699194,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4699400,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4700628,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4700632,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4700633,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4700636,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4700741,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4701430,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고충분
Q4702499,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4702501,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4702503,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4702505,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4702518,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4702521,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4702522,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4702525,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4702528,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4702532,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4702536,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4704375,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고충분
Q4709438,SEO26FF,1,핵심보험[A] 소요無→기준1,A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4709544,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한3→3",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4709545,SEO26FF,4,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한4→4",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4710841,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4711077,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4711186,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4711472,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4711473,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4712148,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4712149,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4712150,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4712151,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4712152,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4712503,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4712672,SEO26FF,1,핵심보험[A] 소요無→기준1,A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고불요
Q4716626,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4716627,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
QS414625,SEO26FF,4,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한17→4",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
QS418165,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
QS424543,SEO26FF,1,핵심보험[S] 소요無→기준1,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
QS429155,SEO26FF,1,"핵심보험[C] μ_LT+SS(Z1.28)=1,상한0,기준1→1",C,green,여유,0,핵심설비 계획품이나 소요비활발(λ1.0)→0,C,gray,재고충분
