q,dept,name,group,type,csp,ceq,wh,stockDept,stockAll,suppliers,price,ltMean,ltStd,cycles,proc,recvDate,eq,holdStd
Q4698941,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),계획품,X,O,QHB24,2,2,1,38000,55,0,1,국내,2026-03-17,FM Hot Leveller,
Q4699194,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,X,QHB24,2,2,1,515350,89,0,1,국내,2026-04-21,,
Q4699400,SEO26FF,Control Valve (Ready),Q_Control Valve (Ready),보험품,X,X,QHB24,2,3,1,16340430,115,15.56,2,국내,2026-06-10,,
Q4700628,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,1,1863000,61,0,1,국내,2026-04-07,,
Q4700632,SEO26FF,Bolt & Nut,Q_Bolt & Nut,계획품,X,X,QHB25,2,2,1,48584,60,0,1,국내,2026-04-06,,
Q4700633,SEO26FF,Bolt & Nut,Q_Bolt & Nut,계획품,X,X,QHB25,2,2,1,68224,60,0,1,국내,2026-04-06,,
Q4700636,SEO26FF,Gear & Gear box,Q_Gear & Gear box,계획품,X,X,QFC01,1,1,0,2900000,165,0,1,(미확인),2026-07-20,,
Q4700741,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,378000,86,0,1,국내,2026-05-07,,
Q4701430,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,6,6,1,2100000,49,0,1,국내,2026-04-15,FM Main Motor,
Q4702499,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,2,2,1,462000,48,0,1,국내,2026-04-29,,
Q4702501,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,10,10,1,515000,48,0,1,국내,2026-04-29,,
Q4702503,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,1,1,1,1480000,71,0,1,국내,2026-05-27,,
Q4702505,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,2,2,1,505000,48,0,1,국내,2026-04-29,,
Q4702518,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,1,1,1,2540000,71,0,1,국내,2026-05-27,,
Q4702521,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,1,1,1,2540000,71,0,1,국내,2026-05-27,,
Q4702522,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,1,1,1,2480000,71,0,1,국내,2026-05-27,,
Q4702525,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,1,1,1,1510000,71,0,1,국내,2026-05-27,,
Q4702528,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,1,1,1,2540000,71,0,1,국내,2026-05-27,,
Q4702532,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,1,1,1,1510000,71,0,1,국내,2026-05-27,,
Q4702536,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,1,1,1,1480000,71,0,1,국내,2026-05-27,,
Q4704375,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,1,1,1,48000000,132,0,1,국내,2026-08-06,FM Main Motor,
Q4709438,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,O,QHB24,2,2,1,15693210,57,0,1,국내,2026-07-10,FM Main Motor,
Q4709544,SEO26FF,Non/Fe Casting Metal(Others),Q_Non/Fe Casting Metal(Others),계획품,X,X,QVC03,3,3,0,2000000,70,0,1,(미확인),2026-07-28,,
Q4709545,SEO26FF,Non/Fe Casting Metal(Others),Q_Non/Fe Casting Metal(Others),계획품,X,X,QVC03,4,4,0,2000000,70,0,1,(미확인),2026-07-28,,
Q4710841,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,10,10,1,21000,56,0,1,국내,2026-07-28,,
Q4711077,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,1,1,1,3870000,58,0,1,국내,2026-07-27,,
Q4711186,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,1,1,1,39000,35,0,1,국내,2026-07-07,,
Q4711472,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QVC03,1,1,1,3838000,63,0,1,국내,2026-08-04,,
Q4711473,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,2,2,1,2922800,44,0,1,국내,2026-07-16,,
Q4712148,SEO26FF,Manual Valve,Q_Manual Valve,계획품,X,X,QFC01,1,1,1,380989,58,0,1,국내,2026-08-19,,
Q4712149,SEO26FF,Manual Valve,Q_Manual Valve,계획품,X,X,QFC01,1,1,1,581781,58,0,1,국내,2026-08-19,,
Q4712150,SEO26FF,Manual Valve,Q_Manual Valve,계획품,X,X,QFC01,1,1,1,1714451,58,0,1,국내,2026-08-19,,
Q4712151,SEO26FF,Manual Valve,Q_Manual Valve,계획품,X,X,QFC01,1,1,1,1122373,53,7.07,2,국내,2026-08-19,,
Q4712152,SEO26FF,Manual Valve,Q_Manual Valve,계획품,X,X,QFC01,1,1,1,844354,58,0,1,국내,2026-08-19,,
Q4712503,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,1,1,1,25160000,70,0,1,국내,2026-08-20,,
Q4712672,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QHB24,1,1,1,25860000,71,0,1,국내,2026-08-25,FM Crop Shear,
Q4716626,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,40,40,1,280000,37,0,1,국내,2026-08-20,,
Q4716627,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB27,40,40,1,280000,37,0,1,국내,2026-08-20,,
QS414625,SEO26FF,QS_Thermal Spraying(General),Q_QS_Thermal Spraying(General),보험품,X,X,QHB24,9.72,33.305,1,667780.88,6.64,7.63,403,국내,2026-08-31,,
QS418165,SEO26FF,QS_Machining(Special),Q_QS_Machining(Special),보험품,X,X,QHB25,1,1,1,65000000,136.8,26.12,5,국내,2026-07-15,,
QS424543,SEO26FF,QS_Build Up(Special),Q_QS_Build Up(Special),보험품,O,X,QFC01,0,0,1,98500000,170.5,61.52,2,국내,2025-06-27,,1
QS429155,SEO26FF,QS_Thermal Spraying(Roller),Q_QS_Thermal Spraying(Roller),보험품,X,O,QHB24,1,3,1,14300000,108,12.53,3,국내,2026-08-04,Table Roller 기어박스,
