q,dept,type,typeSrc,grade,target,need,amount,action,reason,signal,status,sigEq,sigKind,stopDate,dueDate,dDays,expect,issues,trend
Q4014292,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4015362,SEO26FF,보험품,master.csv,B,4,3,1980000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4015363,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4015364,SEO26FF,보험품,classification_result.csv,B,4,3,954000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4",red,즉시발주,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4015365,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4015405,SEO26FF,계획품,master.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.4)→0,gray,재고충분,FM Roll Alignment,대수리,2026-09-04,2026-05-17,-109,0,4,2;0;1;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
Q4015414,SEO26FF,보험품,classification_result.csv,B,4,3,118800,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4",red,즉시발주,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4015950,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4015951,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4015952,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4015953,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4017406,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4017996,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4017997,SEO26FF,보험품,classification_result.csv,S,1,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1",gray,충분,,상시,,,,,1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4017998,SEO26FF,보험품,classification_result.csv,S,2,1,17510329,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준1→2",yellow,발주임박,,상시,,,,,3,0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4017999,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018000,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018004,SEO26FF,보험품,classification_result.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018005,SEO26FF,보험품,classification_result.csv,S,4,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한0,기준4→4",gray,충분,,상시,,,,,1,0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018007,SEO26FF,보험품,classification_result.csv,S,7,2,2163788,발주,핵심보험[S] 소요無→기준7,yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018011,SEO26FF,보험품,master.csv,S,10,7,5147270,발주,핵심보험[S] 소요無→기준10,red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018012,SEO26FF,보험품,master.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018014,SEO26FF,보험품,classification_result.csv,S,2,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2",gray,충분,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Q4018015,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018016,SEO26FF,보험품,classification_result.csv,S,1,0,0,유지,핵심보험[S] 소요無→기준1,green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018018,SEO26FF,보험품,classification_result.csv,S,13,12,36603797,발주,핵심보험[S] 소요無→기준13,red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018019,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018022,SEO26FF,보험품,classification_result.csv,S,2,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준2→2",green,여유,,상시,,,,,4,0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Q4018023,SEO26FF,보험품,classification_result.csv,S,1,1,2757626,발주,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1",red,즉시발주,,상시,,,,,1,0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4018210,SEO26FF,보험품,master.csv,S,6,3,8733404,발주,"핵심보험[S] μ_LT+SS(Z2.58)=6,상한10,기준1→6",yellow,발주임박,,상시,,,,,3,0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;7;0;0;0;0;0;0;0
Q4020699,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0,gray,재고충분,Table Roller 기어박스,대수리,2026-09-04,2026-05-23,-103,0,3,9;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4026534,SEO26FF,보험품,classification_result.csv,C,100,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=100,상한200→100",green,여유,FM Main Motor,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0
Q4030002,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,3,4;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4030286,SEO26FF,보험품,classification_result.csv,A,1,0,0,유지,핵심보험[A] 소요無→기준1,green,여유,Walking Beam 기어베어링,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4030636,SEO26FF,보험품,classification_result.csv,A,1,0,0,유지,핵심보험[A] 소요無→기준1,green,여유,Walking Beam 기어베어링,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4033165,SEO26FF,보험품,classification_result.csv,C,7,5,19665000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=7,상한16→7",red,즉시발주,,상시,,,,,3,2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0
Q4034332,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4034340,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4037546,SEO26FF,보험품,classification_result.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",green,여유,,상시,,,,,1,0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4039953,SEO26FF,보험품,classification_result.csv,S,3,1,22320000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한3,기준1→3",yellow,발주임박,,상시,,,,,4,0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
Q4041104,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Q4045098,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4045501,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4045748,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
Q4047391,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,3,0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Q4051167,SEO26FF,보험품,classification_result.csv,A,3,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=3,상한4,기준1→3",gray,충분,FM Hot Leveller,상시,,,,,3,0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0
Q4057578,SEO26FF,보험품,classification_result.csv,B,0,0,0,감축,비핵심보험[B] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4073338,SEO26FF,보험품,master.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",green,여유,,상시,,,,,1,0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4079757,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4080226,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Q4080430,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0,gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-05-05,-121,0,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4084463,SEO26FF,보험품,classification_result.csv,B,3,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한8→3",gray,충분,,상시,,,,,3,1;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4085105,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4089851,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Edge Heater,대수리,2026-09-04,2026-06-05,-90,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4102245,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4103142,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4104776,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4112995,SEO26FF,보험품,master.csv,A,4,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=4,상한4,기준1→4",green,여유,FM Hot Leveller,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
Q4119198,SEO26FF,보험품,master.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",green,여유,FM Main Motor,상시,,,,,1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4124066,SEO26FF,보험품,master.csv,B,2,1,467112,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4136434,SEO26FF,보험품,classification_result.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",green,여유,,상시,,,,,1,0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4140768,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4140770,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4156386,SEO26FF,보험품,classification_result.csv,C,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4168315,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4168388,SEO26FF,보험품,classification_result.csv,B,6,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=6,상한20→6",gray,충분,FM Main Motor,상시,,,,,3,0;20;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0
Q4169627,SEO26FF,보험품,classification_result.csv,S,2,0,0,감축,핵심보험[S] 소요無→기준2,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4169634,SEO26FF,계획품,classification_result.csv,S,0,0,0,유지,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4169635,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4169942,SEO26FF,보험품,classification_result.csv,B,2,1,5641350,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4172575,SEO26FF,보험품,classification_result.csv,C,2,1,27940000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2",yellow,발주임박,,상시,,,,,1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4173290,SEO26FF,보험품,classification_result.csv,S,3,1,15145171,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3",yellow,발주임박,,상시,,,,,4,0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4174454,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.1)→0,gray,재고불요,,상시,,,,,1,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4174455,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4178355,SEO26FF,계획품,classification_result.csv,S,1,1,19450000,발주,핵심설비계획품 소요활발(λ1.3)→소량1,red,즉시발주,,상시,,,,,3,0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Q4182619,SEO26FF,보험품,master.csv,B,2,1,3704000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4185031,SEO26FF,보험품,master.csv,S,4,4,7840000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한8,기준1→4",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4188532,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4189150,SEO26FF,보험품,classification_result.csv,C,3,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한4→3",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4189151,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4192133,SEO26FF,계획품,classification_result.csv,S,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4192171,SEO26FF,보험품,classification_result.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4192179,SEO26FF,보험품,classification_result.csv,S,1,0,0,유지,핵심보험[S] 소요無→기준1,green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4198917,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.3)→0,gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-05-23,-103,0,2,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Q4200634,SEO26FF,계획품,master.csv,A,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4203928,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-04-06,-150,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4204059,SEO26FF,보험품,classification_result.csv,A,4,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=4,상한4,기준1→4",green,여유,FM Pinion Stand,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4204060,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Pinion Stand,대수리,2026-09-04,2026-04-18,-138,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4204061,SEO26FF,보험품,classification_result.csv,A,1,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1",green,여유,FM Pinion Stand,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4204062,SEO26FF,보험품,master.csv,A,1,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1",gray,충분,FM Pinion Stand,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4208633,SEO26FF,보험품,classification_result.csv,C,2,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",green,여유,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4210213,SEO26FF,계획품,classification_result.csv,S,0,0,0,유지,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4210315,SEO26FF,보험품,classification_result.csv,B,2,1,3630000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",yellow,발주임박,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Q4210501,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4210610,SEO26FF,보험품,classification_result.csv,C,2,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4210612,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4225250,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4229869,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Q4230326,SEO26FF,보험품,master.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4232430,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4232896,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4232897,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4233153,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4239083,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
Q4245535,SEO26FF,보험품,master.csv,C,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",gray,충분,FM Main Motor,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4245876,SEO26FF,보험품,master.csv,C,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4246475,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,Stand Main TR,대수리,2026-09-04,2026-02-16,-199,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
